allDateTimes,Tmean,Tdew,Tground,RH,AP,u,Rad,Rad_MJm2d,Sunshine,PET,Precipitation_mm_even,Discharge
1/1/2004 0:00,-14.475,-20.575,6.02,60.83333333,1022.875,9.083333333,NaN,NaN,NaN,0,0,NaN
1/1/2004 12:00,-10.71666667,-20.93333333,6.02,43.33333333,1022.65,9.75,NaN,NaN,NaN,0,0,NaN
1/2/2004 0:00,-8.325,-19.83333333,6.02,40.83333333,1020.716667,11.16666667,NaN,NaN,NaN,0,0,NaN
1/2/2004 12:00,-7.575,-10.78333333,6.02,77.75,1015.825,10.83333333,NaN,NaN,NaN,0,0,NaN
1/3/2004 0:00,-6.366666667,-8.55,6.02,84.75,1011.525,11.5,NaN,NaN,NaN,0,0,NaN
1/3/2004 12:00,-6.508333333,-8.483333333,6.02,86,1012.1,7.75,NaN,NaN,NaN,0,0,NaN
1/4/2004 0:00,-6.891666667,-7.791666667,6.02,93,1012.058333,5.166666667,NaN,NaN,NaN,0,0.666666665,NaN
1/4/2004 12:00,-4.933333333,-5.766666667,6.02,93.58333333,1008.925,0.916666667,NaN,NaN,NaN,0,5.46666667,NaN
1/5/2004 0:00,-4.858333333,-6.15,6.02,90.33333333,1005.483333,0.25,NaN,NaN,NaN,0,0.566666667,NaN
1/5/2004 12:00,-5.233333333,-7.45,6.02,84.5,1004.35,3.833333333,NaN,NaN,NaN,0,0,NaN
1/6/2004 0:00,-4.675,-5.575,6.02,93.41666667,1003.283333,6.333333333,NaN,NaN,NaN,0,2.683333333,NaN
1/6/2004 12:00,-2.491666667,-3.65,6.02,91.5,1000.975,2.916666667,NaN,NaN,NaN,0,0.400000002,NaN
1/7/2004 0:00,-2.133333333,-2.866666667,6.02,94.83333333,997.9833333,3.833333333,NaN,NaN,NaN,0,3.583333332,NaN
1/7/2004 12:00,-2.883333333,-3.65,6.02,94.5,999.325,5,NaN,NaN,NaN,0,0.533333333,NaN
1/8/2004 0:00,-2.491666667,-4.791666667,6.02,84.16666667,1001.083333,8.333333333,NaN,NaN,NaN,0,0,NaN
1/8/2004 12:00,-5.333333333,-7.416666667,6.02,85.16666667,999.4333334,13,NaN,NaN,NaN,0,0.199999998,NaN
1/9/2004 0:00,-11.23333333,-13.59166667,6.02,82.41666667,1001.191667,13.91666667,NaN,NaN,NaN,0,0,NaN
1/9/2004 12:00,-15.78333333,-20.11666667,6.02,69.75,1007.633333,10.91666667,NaN,NaN,NaN,0,0,NaN
1/10/2004 0:00,-15.91666667,-24.01666667,6.02,49.91666667,1012.066667,8.666666666,NaN,NaN,NaN,0,0,NaN
1/10/2004 12:00,-14.25833333,-17.03333333,6.02,80.33333333,1010.775,1,NaN,NaN,NaN,0,0.75,NaN
1/11/2004 0:00,-14.68333333,-16.70833333,6.02,84.83333333,1005.558333,10,NaN,NaN,NaN,0,0.250000002,NaN
1/11/2004 12:00,-20.95833333,-24.20833333,6.02,75,1006.2,11.66666667,NaN,NaN,NaN,0,0,NaN
