allDateTimes,Tmean,Tdew,Tground,RH,AP,u,Rad,Rad_MJm2d,Sunshine,PET,Precipitation_mm_even,Discharge
03/27/2018 00:00,-8.22887499983333,-12.072444443875,-9.77427777775,74.1252569445833,1009.42108333333,2.045680555625,49.6855416666667,4.2928308,0.5,0.52735632,0,NaN
03/28/2018 00:00,-8.207125000125,-12.2168611115833,-9.16822916666667,73.67967361125,1004.1607015,4.707048611125,48.3566111094583,4.1780112,NaN,1.103705472,1.600000002,NaN
03/29/2018 00:00,-11.1259166666667,-16.5339791666667,-8.9448819445,64.58736111125,1010.178368,5.40946527779167,67.8344305580417,5.8608948,0.55,1.308438024,0,NaN
03/30/2018 00:00,-12.3749583333333,-17.5862638879167,-8.84955555554167,65.2158333333333,1008.86201383333,5.74458333341667,84.229319448625,7.2774132,0.583333333333333,1.224011808,0,NaN
03/31/2018 00:00,-14.5285,-20.7056805558333,-9.16308333345834,59.7273958333333,1010.18761808333,4.63001388895833,110.784993057125,9.5718234,0.778571428571429,0.985831752,0,NaN
04/01/2018 00:00,-12.3289097225,-18.5840138895833,-9.48813888895833,59.8599375004167,1016.62475695833,10.5527291659583,64.5279861122083,5.575218,0.2,2.573099304,0,NaN
04/02/2018 00:00,-11.6381805558333,-17.5003402775,-9.54810416670833,61.8870833333333,1024.05380554167,12.1899861107083,73.8410694427083,6.3798684,0.583333333333333,2.930357976,0,NaN
04/03/2018 00:00,-11.4369791666667,-17.6709097220833,-9.49356944445833,60.1649236116667,1024.034381875,8.961048611,124.070520833458,10.719693,0.908333333333333,2.304831288,0,NaN
04/04/2018 00:00,-11.8318124995833,-17.9530833333333,-9.44375694445833,60.5559652775,1020.58246529167,10.7289236115417,89.10918750125,7.6990338,0.7,2.660919984,0,NaN
04/05/2018 00:00,-12.2727847220833,-18.258375,-9.5073819445,61.0878263895833,1016.320402875,8.35581944441667,127.34529166975,11.0026332,0.958333333333333,2.014304448,0,NaN
04/06/2018 00:00,-12.3148124995833,-17.7842222220833,-9.61902083329167,63.88742361,1015.07665279167,7.29113194445833,129.384236112333,11.178798,0.95,1.670481264,0,NaN
04/07/2018 00:00,-12.2055624995833,-18.1058263883333,-9.66610416670833,61.5687499995833,1016.32796525,7.0401319445,132.73221527625,11.4680634,0.95,1.734420864,0,NaN
